"","Trial_Nr","Trial_Id","Block_Name","Block_Nr","Task_Name","Task_Nr","Exp_Subject_Id","Rec_Session_Id","Session_Nr","timestamp","gaze_x","gaze_y","time_diff"
"1",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332805,113.547077178955,364.818958640099,13
"2",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332829,83.6247825622559,396.782366037369,24
"3",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332844,102.585411071777,384.123541116714,15
"4",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332874,104.175224304199,263.592599630356,30
"5",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332904,121.263599395752,313.226464390755,30
"6",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332927,118.059883117676,268.488167524338,23
"7",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332944,113.211994171143,272.622685432434,17
"8",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332965,109.502277374268,296.063379049301,21
"9",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692332980,114.661502838135,319.739484786987,15
"10",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333004,131.648941040039,273.988503813744,24
"11",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333025,147.448310852051,242.267782688141,21
"12",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333049,107.169513702393,279.995214343071,24
"13",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333071,103.189029693604,261.277778148651,22
"14",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333096,139.199466705322,300.52462220192,25
"15",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333139,107.500305175781,309.524484872818,43
"16",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333183,186.039848327637,272.491879463196,44
"17",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333204,440.913791656494,290.29875934124,21
"18",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333228,456.221580505371,245.569635629654,24
"19",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333251,459.853248596191,265.165135860443,23
"20",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333277,419.87606048584,209.520038366318,26
"21",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333295,411.507396697998,215.202695131302,18
"22",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333320,412.650203704834,309.058955311775,25
"23",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333339,395.05542755127,283.758637905121,19
"24",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333368,433.977069854736,224.635337591171,29
"25",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333390,441.654453277588,217.570495605469,22
"26",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333414,415.391120910645,288.286684155464,24
"27",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333430,411.194972991943,292.531955838203,16
"28",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333451,566.22857093811,256.5354180336,21
"29",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333469,694.603071212769,251.685297489166,18
"30",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333499,696.724662780762,306.697382926941,30
"31",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333575,666.08983039856,306.597636938095,76
"32",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333605,642.558403015137,364.595922231674,30
"33",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333621,639.431962966919,295.719514489174,16
"34",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333640,829.19370174408,209.839296340942,19
"35",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333657,976.84161901474,225.081603527069,17
"36",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333676,990.572111606598,279.407295584679,19
"37",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333690,947.406261563301,309.307386875153,14
"38",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333715,965.292685925961,378.96893620491,25
"39",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333733,962.821220308542,310.788159370422,18
"40",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333758,968.912018537521,315.673363208771,25
"41",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333787,957.736628651619,338.028244972229,29
"42",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333808,942.385509610176,326.437159180641,21
"43",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333835,944.524834156036,365.557767748833,27
"44",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333855,1241.92843437195,443.627599775791,20
"45",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333904,1229.53777313232,457.387983798981,49
"46",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333922,1229.41823959351,472.110929489136,18
"47",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333943,1224.09702301025,352.288413047791,21
"48",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333959,1222.29949951172,358.487228751183,16
"49",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692333982,1202.12265014648,237.421556711197,23
"50",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334002,1192.1436882019,244.033341407776,20
"51",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334026,1277.66201019287,303.638377189636,24
"52",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334049,1256.82126045227,307.454892396927,23
"53",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334074,1222.81087875366,400.054832696915,25
"54",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334092,1213.60779762268,405.209662914276,18
"55",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334117,1192.99315452576,371.898365020752,25
"56",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334143,1204.55986976624,351.012217998505,26
"57",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334165,1228.08225631714,341.556481719017,22
"58",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334179,1206.23262405396,327.243511676788,14
"59",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334219,1235.34602165222,356.801347732544,40
"60",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334252,1167.93727397919,407.138479650021,33
"61",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334274,1212.2639465332,342.470739483833,22
"62",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334296,1084.97836589813,346.914086937904,22
"63",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334319,711.372356414795,439.874564409256,23
"64",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334343,185.056972503662,587.286575138569,24
"65",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334372,224.539089202881,534.090289548039,29
"66",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334400,218.753929138184,543.406724631786,28
"67",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334458,289.73596572876,613.486939966679,58
"68",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334496,276.576633453369,541.361404806376,38
"69",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334518,287.306327819824,541.982367038727,22
"70",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334544,256.582775115967,554.203998595476,26
"71",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334564,272.747669219971,561.7702460289,20
"72",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334578,279.958248138428,560.449718087912,14
"73",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334621,226.471939086914,537.265100330114,43
"74",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334643,412.835369110107,589.73542124033,22
"75",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334661,419.878635406494,594.210045933723,18
"76",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334682,410.245399475098,552.893287539482,21
"77",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334708,436.922607421875,544.688677042723,26
"78",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334733,468.091278076172,535.913126170635,25
"79",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334752,453.700218200684,508.440985903144,19
"80",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334777,442.951927185059,543.109091967344,25
"81",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334800,453.508815765381,546.753976643085,23
"82",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334826,383.132915496826,624.553779959679,26
"83",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334842,396.973628997803,615.542555451393,16
"84",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334864,442.171154022217,604.569917321205,22
"85",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334882,466.577224731445,571.790066957474,18
"86",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334911,598.713912963867,566.220972239971,29
"87",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334932,760.478310585022,595.863016247749,21
"88",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334946,770.460104942322,593.400989770889,14
"89",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692334981,749.213733673096,533.848504498601,35
"90",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335000,741.62561416626,558.317522853613,19
"91",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335014,747.290225028992,558.214373141527,14
"92",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335031,748.742108345032,549.857379645109,17
"93",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335050,743.079557418823,476.305865496397,19
"94",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335073,756.078014373779,523.39980237186,23
"95",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335094,780.39436340332,505.909374207258,21
"96",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335111,785.713233947754,502.174785733223,17
"97",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335133,784.745907783508,571.603175997734,22
"98",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335155,1042.47757673264,644.165325164795,22
"99",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335179,1070.30745506287,686.326560974121,24
"100",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335194,1060.66830396652,661.804883480072,15
"101",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335213,1068.51345062256,581.676370203495,19
"102",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335261,1036.78290367126,529.972595125437,48
"103",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335280,988.286005854607,441.598908305168,19
"104",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335297,1265.08781433105,487.440015524626,17
"105",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335329,1369.30117607117,704.482712745667,32
"106",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335352,1368.45216751099,678.501682877541,23
"107",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335369,1348.57578277588,667.061423063278,17
"108",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335389,1382.08213806152,638.515756130219,20
"109",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335402,1361.60628318787,572.96053737402,13
"110",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335429,1330.59748649597,517.002080082893,27
"111",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335451,1323.34588050842,481.246812343597,22
"112",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335471,1311.62220954895,457.510228157043,20
"113",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335492,1365.63411712646,682.193909883499,21
"114",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335513,1368.43402862549,729.088895916939,21
"115",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335531,1514.37377929688,729.889680147171,18
"116",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335548,1514.69604492188,699.435321092606,17
"117",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335570,1506.20470046997,548.693076968193,22
"118",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335586,1495.71287155151,455.037169754505,16
"119",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335607,1545.80657958984,500.981861203909,21
"120",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335623,1541.29440307617,578.268752396107,16
"121",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335652,1269.96042251587,728.05282831192,29
"122",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335674,1084.31742668152,696.031742691994,22
"123",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335690,1051.47107362747,695.925913453102,16
"124",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335721,1080.79321861267,518.116266354918,31
"125",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335739,1078.83366107941,497.536919116974,18
"126",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335759,1052.9517531395,486.3366740942,20
"127",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335781,1089.54834938049,609.019267559052,22
"128",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335794,942.291095852852,632.892644405365,13
"129",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335819,933.905721902847,614.986654222012,25
"130",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335831,886.008610725403,652.008549571037,12
"131",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335849,917.128547430038,639.692253470421,18
"132",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335868,913.169320821762,647.993298768997,19
"133",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335887,939.583770632744,580.136036574841,19
"134",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335904,950.252269506454,589.335962533951,17
"135",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335935,949.258523583412,517.211869731545,31
"136",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692335999,761.368703842163,582.240462899208,64
"137",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336026,276.306896209717,779.51339006424,27
"138",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336053,254.198112487793,809.579612016678,27
"139",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336074,271.501064300537,798.869390487671,21
"140",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336093,394.926681518555,777.670776844025,19
"141",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336112,403.148860931396,739.362668395042,19
"142",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336139,353.547191619873,767.778494954109,27
"143",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336158,348.959655761719,783.327169418335,19
"144",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336184,343.063545227051,776.432787179947,26
"145",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336205,334.808406829834,790.174012184143,21
"146",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336229,448.14868927002,766.496409773827,24
"147",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336252,607.096223831177,769.687154889107,23
"148",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336276,624.722213745117,822.436705827713,24
"149",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336301,607.597589492798,NA,25
"150",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336302,NA,825.544248819351,1
"151",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336332,614.637050628662,770.429794192314,30
"152",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336357,615.779285430908,775.164091587067,25
"153",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336383,612.387857437134,757.446963787079,26
"154",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336405,640.014867782593,737.566516399384,22
"155",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336431,598.603391647339,781.087567806244,26
"156",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336454,630.70255279541,786.932090520859,23
"157",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336477,751.019339561462,766.095285415649,23
"158",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336495,814.899816513062,765.056240558624,18
"159",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336521,843.922047615051,795.067487955093,26
"160",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336544,845.621466636658,771.816694736481,23
"161",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336565,849.096193313599,764.489806294441,21
"162",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336589,849.802615642548,761.139625310898,24
"163",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336617,850.841188430786,765.925823450089,28
"164",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336645,566.998386383057,717.866216897964,28
"165",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336670,496.760187149048,681.521565914154,25
"166",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336693,503.213024139404,638.906741738319,23
"167",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336724,528.984031677246,619.453175961971,31
"168",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336746,469.918098449707,NA,22
"169",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336747,NA,538.51582378149,1
"170",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336770,496.662282943726,563.802397549152,23
"171",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336808,516.661949157715,588.448516130447,38
"172",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336881,507.652215957642,596.632619798183,73
"173",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336913,557.666759490967,556.006233841181,32
"174",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336934,505.278568267822,551.2209610641,21
"175",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336953,511.57130241394,549.288201481104,19
"176",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336974,490.782480239868,643.120551109314,21
"177",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692336997,482.12682723999,663.985857367516,23
"178",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337018,532.269344329834,551.437676846981,21
"179",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337050,546.682147979736,526.718160957098,32
"180",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337079,525.863370895386,584.082770347595,29
"181",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337102,800.977392196655,609.347923994064,23
"182",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337125,799.913506507874,677.687010169029,23
"183",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337159,799.440264701843,631.26431286335,34
"184",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337176,795.995879173279,632.554959654808,17
"185",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337208,814.644899368286,601.17293715477,32
"186",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337235,786.289472579956,503.850757330656,27
"187",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337261,812.131147384644,618.674181997776,26
"188",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337282,795.46567440033,691.020512580872,21
"189",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337296,794.006195068359,NA,14
"190",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337297,NA,684.687092900276,1
"191",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337314,830.286598205566,608.781151771545,17
"192",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337328,825.819482803345,609.76626008749,14
"193",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337350,818.759579658508,557.564467191696,22
"194",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337367,841.205477714539,565.838512033224,17
"195",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337391,960.078038871288,716.18538916111,24
"196",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337412,960.734741091728,714.913362264633,21
"197",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337430,955.377221703529,709.090243577957,18
"198",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337452,994.699923992157,694.223955273628,22
"199",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337473,993.09131026268,708.831882476807,21
"200",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337508,977.032635211945,699.162974953651,35
"201",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337533,980.815034508705,693.366587162018,25
"202",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337545,971.212710142136,682.257558703423,12
"203",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337569,952.347332239151,719.417831897736,24
"204",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337644,961.324318349361,779.069892168045,75
"205",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337671,1081.59310340881,809.144321680069,27
"206",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337696,1121.35414123535,754.888232946396,25
"207",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337719,1077.10327863693,726.892923116684,23
"208",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337737,1093.40661048889,688.141461610794,18
"209",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337753,1080.320520401,701.177930831909,16
"210",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337771,1084.73244667053,707.03144967556,18
"211",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337790,1065.11655807495,754.910570383072,19
"212",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337831,1074.7542142868,796.886669397354,41
"213",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337844,952.107201218605,801.18183016777,13
"214",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337877,813.157796859741,765.778103470802,33
"215",1,13,"block_1",1,"sentence",3,927112,1084058,1,1717692337904,818.469743728638,655.327429175377,27
